Link	Mark	Placement_date	Price	Title	VIN	Views	Владельцы	Госномер	Двигатель	Коробка	Кузов	Налог	ПТС	Привод	Пробег	Руль	Состояние	Таможня	Цвет	год выпуска	Владение	Кузов №	Обмен	Гарантия	Запас хода
https://auto.ru/cars/used/sale/mitsubishi/pajero_sport/1103703186-58dc10f6/	Mitsubishi	3 июня	1 699 000 ₽	Mitsubishi Pajero Sport II Рестайлинг	Z8T**************	315 (93 сегодня)	2 владельца	******|31	2.5 л / 178 л.с. / Дизель	автоматическая	внедорожник 5 дв.	8 900 ₽ / год	Оригинал	полный	111 000 км	Левый	Не требует ремонта	Растаможен	чёрный	2014	7 лет и 1 месяц		Рассмотрю варианты		
https://auto.ru/cars/used/sale/hyundai/h_1_starex/1103477035-2d864018/	Hyundai	5 июня	1 365 000 ₽	Hyundai H-1 II	KMH**************	67 (67 сегодня)	2 владельца		2.5 л / 170 л.с. / Дизель	автоматическая	минивэн	7 650 ₽ / год	Оригинал	задний	82 570 км	Левый	Не требует ремонта	Растаможен	серебристый	2014			Рассмотрю варианты		
https://auto.ru/cars/used/sale/toyota/land_cruiser_prado/1102979295-88a45323/	Toyota	4 июня	2 699 000 ₽	Toyota Land Cruiser Prado 150 Series Рестайлинг 1	JTE**************	269 (269 сегодня)	1 владелец		2.8 л / 177 л.с. / Дизель	автоматическая	внедорожник 5 дв.	8 850 ₽ / год	Оригинал	полный	83 788 км	Левый	Не требует ремонта	Растаможен	чёрный	2016					
https://auto.ru/cars/used/sale/mitsubishi/eclipse_cross/1103562081-f4b45c24/	Mitsubishi	5 июня	2 220 000 ₽	Mitsubishi Eclipse Cross I	JMB**************	31 (31 сегодня)	1 владелец		1.5 л / 150 л.с. / Бензин	вариатор	внедорожник 5 дв.	5 250 ₽ / год	Оригинал	полный	1 397 км	Левый	Не требует ремонта	Растаможен	красный	2019			Рассмотрю варианты		
https://auto.ru/cars/used/sale/volvo/xc90/1103473628-c7712e8d/	Volvo	4 июня	1 495 000 ₽	Volvo XC90 I Рестайлинг	YV1**************	477 (220 сегодня)	1 владелец		2.4 л / 200 л.с. / Дизель	автоматическая	внедорожник 5 дв.	10 000 ₽ / год	Оригинал	полный	142 000 км	Левый	Не требует ремонта	Растаможен	чёрный	2013			Рассмотрю варианты		
https://auto.ru/cars/used/sale/kia/cerato/1103450819-415b30aa/	Kia	4 июня	1 617 000 ₽	Kia Cerato IV	XWE**************	432 (297 сегодня)	1 владелец		2.0 л / 150 л.с. / Бензин	автоматическая	седан	5 250 ₽ / год	Оригинал	передний	21 416 км	Левый	Не требует ремонта	Растаможен	чёрный	2020					
https://auto.ru/cars/used/sale/nissan/x_trail/1103799817-29441302/	Nissan	5 июня	1 080 000 ₽	Nissan X-Trail II Рестайлинг	Z8N**************	98 (98 сегодня)	1 владелец		2.0 л / 141 л.с. / Бензин	механическая	внедорожник 5 дв.	4 935 ₽ / год	Оригинал	полный	131 500 км	Левый	Не требует ремонта	Растаможен	серый	2014			Рассмотрю варианты		
https://auto.ru/cars/used/sale/vaz/2121/1102503861-36e4bca0/	LADA (ВАЗ)	31 мая	615 000 ₽	LADA (ВАЗ) 2121 (4x4) I Рестайлинг	XTA**************	3424 (384 сегодня)	3 или более	******|797	1.7 л / 83 л.с. / Бензин	механическая	внедорожник 3 дв.	996 ₽ / год	Оригинал	полный	55 000 км	Левый	Не требует ремонта	Растаможен	серебристый	2013	4 месяца				
https://auto.ru/cars/used/sale/suzuki/sx4/1103684826-6cb0d45f/	Suzuki	5 июня	555 000 ₽	Suzuki SX4 I (Classic) Рестайлинг	TSM**************	155 (155 сегодня)	3 или более		1.6 л / 112 л.с. / Бензин	автоматическая	хэтчбек 5 дв.	3 808 ₽ / год	Оригинал	передний	50 000 км	Левый	Не требует ремонта	Растаможен	оранжевый	2013			Рассмотрю варианты		
https://auto.ru/cars/used/sale/nissan/pathfinder/1103731480-70c30c37/	Nissan	4 июня	699 000 ₽	Nissan Pathfinder III	VSK**************	569 (272 сегодня)	3 или более		2.5 л / 174 л.с. / Дизель	автоматическая	внедорожник 5 дв.	7 830 ₽ / год	Оригинал	полный	158 184 км	Левый	Не требует ремонта	Растаможен	чёрный	2005			Рассмотрю варианты		
https://auto.ru/cars/used/sale/renault/espace/1103439406-2bb13d6d/	Renault	5 июня	460 000 ₽	Renault Espace IV Рестайлинг	VF1**************	91 (91 сегодня)	2 владельца		2.0 л / 150 л.с. / Дизель	механическая	минивэн	5 250 ₽ / год	Оригинал	передний	199 400 км	Левый	Не требует ремонта	Растаможен	синий	2007			Рассмотрю варианты		
https://auto.ru/cars/used/sale/nissan/teana/1103589404-2f137358/	Nissan	5 июня	789 000 ₽	Nissan Teana II Рестайлинг	Z8N**************	20 (20 сегодня)	2 владельца		2.5 л / 182 л.с. / Бензин	вариатор	седан	9 100 ₽ / год	Оригинал	передний	93 000 км	Левый	Не требует ремонта	Растаможен	чёрный	2013			Рассмотрю варианты		
https://auto.ru/cars/used/sale/audi/a7/1103807772-2399f9ed/	Audi	5 июня	2 590 000 ₽	Audi A7 I (4G) Рестайлинг	WAU**************	198 (198 сегодня)	2 владельца		3.0 л / 333 л.с. / Бензин	роботизированная	лифтбек	49 950 ₽ / год	Оригинал	полный	90 000 км	Левый	Не требует ремонта	Растаможен	серебристый	2016			Рассмотрю варианты		
https://auto.ru/cars/used/sale/lexus/es/1102956717-cbbb6183/	Lexus	4 июня	1 415 000 ₽	Lexus ES  VI 250	JTH**************	522 (236 сегодня)	2 владельца		2.5 л / 184 л.с. / Бензин	автоматическая	седан	9 200 ₽ / год	Оригинал	передний	121 000 км	Левый	Не требует ремонта	Растаможен	чёрный	2013			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/e_klasse_amg/1103323147-5a108c8b/	Mercedes-Benz	4 июня	2 669 000 ₽	Mercedes-Benz E-Класс AMG  IV (W212, S212) Рестайлинг 63 AMG	WDD**************	388 (193 сегодня)	3 или более		5.5 л / 557 л.с. / Бензин	автоматическая	седан	83 550 ₽ / год	Оригинал	полный	108 437 км	Левый	Не требует ремонта	Растаможен	белый	2013			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/gle_klasse/1103448452-4c29131a/	Mercedes-Benz	5 июня	3 198 000 ₽	Mercedes-Benz GLE  I (W166) 400	WDC**************	5 (5 сегодня)	2 владельца		3.0 л / 333 л.с. / Бензин	автоматическая	внедорожник 5 дв.	49 950 ₽ / год	Оригинал	полный	62 714 км	Левый	Не требует ремонта	Растаможен	белый	2016			Рассмотрю варианты	До апреля 2023	
https://auto.ru/cars/used/sale/jaguar/xj/1103499569-51f08f42/	Jaguar	5 июня	2 774 000 ₽	Jaguar XJ LWB IV (X351) Рестайлинг Long	SAJ**************	1 (1 сегодня)	2 владельца		3.0 л / 340 л.с. / Бензин	автоматическая	седан	51 000 ₽ / год	Оригинал	полный	62 541 км	Левый	Не требует ремонта	Растаможен	белый	2016			Рассмотрю варианты	До октября 2022	
https://auto.ru/cars/used/sale/ford/mustang/1103513310-c6d15b83/	Ford	2 июня	2 790 000 ₽	Ford Mustang VI Рестайлинг	1FA**************	1522 (258 сегодня)	1 владелец	******|67	2.3 л / 317 л.с. / Бензин	автоматическая	купе	47 550 ₽ / год	Оригинал	задний	22 000 км	Левый	Не требует ремонта	Растаможен	пурпурный	2018	4 месяца				
https://auto.ru/cars/used/sale/volkswagen/golf_plus/1103029805-e34c592b/	Volkswagen	5 июня	377 000 ₽	Volkswagen Golf Plus I	WVW**************	121 (121 сегодня)	3 или более		1.6 л / 115 л.с. / Бензин	автоматическая	хэтчбек 5 дв.	2 875 ₽ / год	Оригинал	передний	157 000 км	Левый	Не требует ремонта	Растаможен	серый	2006					
https://auto.ru/cars/used/sale/skoda/octavia/1103124706-95581485/	Skoda	4 июня	1 247 000 ₽	Skoda Octavia III (A7) Рестайлинг	XW8**************	453 (453 сегодня)	2 владельца		1.8 л / 180 л.с. / Бензин	механическая	лифтбек	9 000 ₽ / год	Оригинал	передний	34 923 км	Левый	Не требует ремонта	Растаможен	синий	2018					
https://auto.ru/cars/used/sale/mercedes/s_klasse/1103550720-05ddfc48/	Mercedes-Benz	5 июня	5 198 000 ₽	Mercedes-Benz S-Класс Long VI (W222, C217) Рестайлинг 350 d Long	WDD**************	3 (3 сегодня)	3 или более		2.9 л / 249 л.с. / Дизель	автоматическая	седан	37 350 ₽ / год	Дубликат	полный	60 274 км	Левый	Не требует ремонта	Растаможен	чёрный	2018			Рассмотрю варианты	До мая 2023	
https://auto.ru/cars/used/sale/hyundai/ix35/1102298576-17946d59/	Hyundai	5 июня	700 000 ₽	Hyundai ix35 I	U5Y**************	72 (72 сегодня)	3 или более		2.0 л / 150 л.с. / Бензин	автоматическая	внедорожник 5 дв.	5 250 ₽ / год	Оригинал	полный	127 691 км	Левый	Не требует ремонта	Растаможен	серебристый	2010					
https://auto.ru/cars/used/sale/kia/sorento/1103358849-b38f55af/	Kia	2 июня	1 360 000 ₽	Kia Sorento II Рестайлинг	XWE**************	524 (60 сегодня)	1 владелец	******|777	2.4 л / 175 л.с. / Бензин	автоматическая	внедорожник 5 дв.	7 875 ₽ / год	Оригинал	полный	106 000 км	Левый	Не требует ремонта	Растаможен	серебристый	2014				До ноября 2023	
https://auto.ru/cars/used/sale/nissan/almera/1103654998-112deb0a/	Nissan	5 июня	275 000 ₽	Nissan Almera II (N16) Рестайлинг	SJN**************	212 (212 сегодня)	3 или более		1.8 л / 116 л.с. / Бензин	автоматическая	хэтчбек 5 дв.	2 900 ₽ / год	Оригинал	передний	162 000 км	Левый	Не требует ремонта	Растаможен	красный	2005					
https://auto.ru/cars/used/sale/vaz/2121/1102222548-0601986c/	LADA (ВАЗ)	5 июня	695 000 ₽	LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020) Urban	XTA**************	86 (86 сегодня)	1 владелец		1.7 л / 83 л.с. / Бензин	механическая	внедорожник 3 дв.	996 ₽ / год	Оригинал	полный	8 518 км	Левый	Не требует ремонта	Растаможен	красный	2020			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/glk_klasse/1103747497-4501b0fb/	Mercedes-Benz	5 июня	970 000 ₽	Mercedes-Benz GLK-Класс  I (X204) 220 CDI	WDC**************	79 (79 сегодня)	2 владельца		2.1 л / 170 л.с. / Дизель	автоматическая	внедорожник 5 дв.	7 650 ₽ / год	Оригинал	полный	154 000 км	Левый	Не требует ремонта	Растаможен	чёрный	2010			Рассмотрю варианты		
https://auto.ru/cars/used/sale/bmw/m2/1103809826-f52a82d7/	BMW	5 июня	4 490 000 ₽	BMW M2 F87 Рестайлинг	WBS**************	194 (194 сегодня)	2 владельца	******|702	3.0 л / 370 л.с. / Бензин	роботизированная	купе	55 500 ₽ / год	Оригинал	задний	7 200 км	Левый	Не требует ремонта	Растаможен	чёрный	2018				До мая 2022	
https://auto.ru/cars/used/sale/kia/sorento/1103412867-ba970c04/	Kia	5 июня	1 450 000 ₽	Kia Sorento II Рестайлинг	XWE**************	88 (88 сегодня)	2 владельца		2.4 л / 175 л.с. / Бензин	автоматическая	внедорожник 5 дв.	7 875 ₽ / год	Оригинал	полный	97 000 км	Левый	Не требует ремонта	Растаможен	коричневый	2015			Рассмотрю варианты		
https://auto.ru/cars/used/sale/jaguar/xe/1103801516-832a9fbe/	Jaguar	4 июня	1 549 000 ₽	Jaguar XE I	SAJ**************	240 (136 сегодня)	1 владелец		2.0 л / 240 л.с. / Бензин	автоматическая	седан	18 000 ₽ / год	Оригинал	задний	110 183 км	Левый	Не требует ремонта	Растаможен	белый	2015			Рассмотрю варианты		
https://auto.ru/cars/used/sale/bmw/m2/1103738261-1ee2bc2c/	BMW	5 июня	5 998 000 ₽	BMW M2 F87 Рестайлинг	WBS**************	1 (1 сегодня)	2 владельца		3.0 л / 410 л.с. / Бензин	роботизированная	купе	67 650 ₽ / год	Оригинал	задний	36 175 км	Левый	Не требует ремонта	Растаможен	серебристый	2019			Рассмотрю варианты	До мая 2023	
https://auto.ru/cars/used/sale/bentley/arnage/1103222144-78b2ea3c/	Bentley	4 июня	2 598 000 ₽	Bentley Arnage  I Red Label	SCB**************	192 (119 сегодня)	3 или более		6.8 л / 405 л.с. / Бензин	автоматическая	седан	60 750 ₽ / год	Оригинал	задний	63 300 км	Левый	Не требует ремонта	Растаможен	чёрный	2001					
https://auto.ru/cars/used/sale/mercedes/gle_klasse/1103751239-d60cdc99/	Mercedes-Benz	5 июня	3 190 000 ₽	Mercedes-Benz GLE  I (W166) 300	WDC**************	50 (50 сегодня)	2 владельца		3.5 л / 249 л.с. / Бензин	автоматическая	внедорожник 5 дв.	18 675 ₽ / год	Оригинал	полный	63 000 км	Левый	Не требует ремонта	Растаможен	коричневый	2016			Рассмотрю варианты		
https://auto.ru/cars/used/sale/nissan/patrol/1103013670-c45cf2f2/	Nissan	5 июня	1 230 000 ₽	Nissan Patrol VI (Y62)	Z8N**************	81 (81 сегодня)	3 или более		5.6 л / 405 л.с. / Бензин	автоматическая	внедорожник 5 дв.	60 750 ₽ / год	Оригинал	полный	270 301 км	Левый	Не требует ремонта	Растаможен	чёрный	2012			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/gla_class/1103154678-dbd3fe9a/	Mercedes-Benz	5 июня	1 698 000 ₽	Mercedes-Benz GLA  I (X156) 250	WDC**************	8 (8 сегодня)	3 или более		2.0 л / 211 л.с. / Бензин	роботизированная	внедорожник 5 дв.	13 715 ₽ / год	Оригинал	полный	55 980 км	Левый	Не требует ремонта	Растаможен	синий	2016			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mitsubishi/pajero_sport/1103726509-381f37e7/	Mitsubishi	5 июня	865 000 ₽	Mitsubishi Pajero Sport I Рестайлинг	JMB**************	73 (73 сегодня)	3 или более		2.5 л / 115 л.с. / Дизель	механическая	внедорожник 5 дв.	2 875 ₽ / год	Оригинал	полный	131 620 км	Левый	Не требует ремонта	Растаможен	серебристый	2008					
https://auto.ru/cars/used/sale/land_rover/range_rover/1103463188-2e685387/	Land Rover	5 июня	1 865 000 ₽	Land Rover Range Rover III Рестайлинг 2	SAL**************	41 (41 сегодня)	1 владелец		4.4 л / 313 л.с. / Дизель	автоматическая	внедорожник 5 дв.	46 950 ₽ / год	Оригинал	полный	147 000 км	Левый	Не требует ремонта	Растаможен	чёрный	2012			Рассмотрю варианты		
https://auto.ru/cars/used/sale/nissan/patrol/1103031334-5b6742ef/	Nissan	5 июня	2 264 000 ₽	Nissan Patrol VI (Y62) Рестайлинг	Z8N**************	80 (80 сегодня)	1 владелец		5.6 л / 405 л.с. / Бензин	автоматическая	внедорожник 5 дв.	60 750 ₽ / год	Оригинал	полный	142 000 км	Левый	Не требует ремонта	Растаможен	белый	2014			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/glc_klasse_amg/1103643585-3a012685/	Mercedes-Benz	5 июня	4 099 000 ₽	Mercedes-Benz GLC AMG  I (X253) 43 AMG	WDC**************	34 (34 сегодня)	1 владелец		3.0 л / 367 л.с. / Бензин	автоматическая	внедорожник 5 дв.	55 050 ₽ / год	Оригинал	полный	20 426 км	Левый	Не требует ремонта	Растаможен	синий	2017			Рассмотрю варианты		
https://auto.ru/cars/used/sale/porsche/macan/1103509312-bf5f40d4/	Porsche	2 июня	3 600 000 ₽	Porsche Macan  I S Diesel	WP1**************	433 (62 сегодня)	3 или более	******|777	3.0 л / 245 л.с. / Дизель	роботизированная	внедорожник 5 дв.	18 375 ₽ / год	Оригинал	полный	59 500 км	Левый	Не требует ремонта	Растаможен	белый	2016	1 год и 10 месяцев				
https://auto.ru/cars/used/sale/mercedes/glk_klasse/1103747497-4501b0fb/	Mercedes-Benz	5 июня	970 000 ₽	Mercedes-Benz GLK-Класс  I (X204) 220 CDI	WDC**************	83 (83 сегодня)	2 владельца		2.1 л / 170 л.с. / Дизель	автоматическая	внедорожник 5 дв.	7 650 ₽ / год	Оригинал	полный	154 000 км	Левый	Не требует ремонта	Растаможен	чёрный	2010			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/gl_klasse_amg/1103810329-ed2d76a3/	Mercedes-Benz	5 июня	3 645 000 ₽	Mercedes-Benz GL-Класс AMG  63 AMG	WDC**************	27 (27 сегодня)	3 или более		5.5 л / 557 л.с. / Бензин	автоматическая	внедорожник 5 дв.	83 550 ₽ / год	Оригинал	полный	47 944 км	Левый	Не требует ремонта	Растаможен	чёрный	2015					
https://auto.ru/cars/used/sale/suzuki/swift/1103316579-31af8a2c/	Suzuki	5 июня	383 000 ₽	Suzuki Swift III	JSA**************	116 (116 сегодня)	2 владельца		1.5 л / 102 л.с. / Бензин	автоматическая	хэтчбек 5 дв.	2 550 ₽ / год	Оригинал	передний	120 000 км	Левый	Не требует ремонта	Растаможен	голубой	2008			Рассмотрю варианты		
https://auto.ru/cars/used/sale/chevrolet/tahoe/1103183245-6dab4c05/	Chevrolet	4 июня	1 690 000 ₽	Chevrolet Tahoe  III 6AT	XWF**************	239 (147 сегодня)	1 владелец		5.3 л / 324 л.с. / Бензин	автоматическая	внедорожник 5 дв.	48 600 ₽ / год	Оригинал	полный	83 488 км	Левый	Не требует ремонта	Растаможен	бежевый	2011	9 лет и 7 месяцев				
https://auto.ru/cars/used/sale/bmw/5er/1103256786-071a6110/	BMW	5 июня	2 418 000 ₽	BMW 5 серии  VII (G30/G31) 530i xDrive	X4X**************	9 (9 сегодня)	3 или более		2.0 л / 249 л.с. / Бензин	автоматическая	седан	18 675 ₽ / год	Дубликат	полный	82 524 км	Левый	Не требует ремонта	Растаможен	чёрный	2017			Рассмотрю варианты	До апреля 2023	
https://auto.ru/cars/used/sale/toyota/highlander/1101989885-ae7fcbe0/	Toyota	4 июня	2 785 000 ₽	Toyota Highlander III (U50) Рестайлинг	5TD**************	250 (142 сегодня)	1 владелец		3.5 л / 249 л.с. / Бензин	автоматическая	внедорожник 5 дв.	18 675 ₽ / год	Оригинал	полный	99 700 км	Левый	Не требует ремонта	Растаможен	белый	2016			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/e_klasse_amg/1100718984-7c8a28fc/	Mercedes-Benz	5 июня	3 200 000 ₽	Mercedes-Benz E-Класс AMG  IV (W212, S212) Рестайлинг 63 AMG S	WDD**************	69 (69 сегодня)	2 владельца	******|77	5.5 л / 585 л.с. / Бензин	автоматическая	седан	87 750 ₽ / год	Оригинал	полный	95 000 км	Левый	Не требует ремонта	Растаможен	серебристый	2014	3 года и 1 месяц		Рассмотрю варианты		
https://auto.ru/cars/used/sale/vaz/largus/1103632515-3cff5f6f/	LADA (ВАЗ)	5 июня	745 000 ₽	LADA (ВАЗ) Largus I	XTA**************	38 (38 сегодня)	2 владельца		1.6 л / 102 л.с. / Бензин	механическая	универсал 5 дв.	2 550 ₽ / год	Оригинал	передний	48 580 км	Левый	Не требует ремонта	Растаможен	серебристый	2017			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/e_klasse/1103658796-e694d5cb/	Mercedes-Benz	5 июня	3 878 000 ₽	Mercedes-Benz E-Класс  V (W213, S213, C238) 200	WDD**************	9 (9 сегодня)	2 владельца		2.0 л / 184 л.с. / Бензин	автоматическая	купе	10 120 ₽ / год	Оригинал	полный	27 469 км	Левый	Не требует ремонта	Растаможен	белый	2019			Рассмотрю варианты	До мая 2023	
https://auto.ru/cars/used/sale/mercedes/cla_klasse/1103781552-9c8e2c62/	Mercedes-Benz	4 июня	1 497 000 ₽	Mercedes-Benz CLA  I (C117, X117) 200	WDD**************	148 (148 сегодня)	1 владелец		1.6 л / 156 л.с. / Бензин	роботизированная	седан	7 020 ₽ / год	Оригинал	передний	62 000 км	Левый	Не требует ремонта	Растаможен	белый	2015					
https://auto.ru/cars/used/sale/chevrolet/tahoe/1103191098-7b5ac7a6/	Chevrolet	4 июня	2 299 000 ₽	Chevrolet Tahoe IV	Y3W**************	321 (135 сегодня)	3 или более		6.2 л / 409 л.с. / Бензин	автоматическая	внедорожник 5 дв.	61 350 ₽ / год	Дубликат	полный	208 000 км	Левый	Не требует ремонта	Растаможен	чёрный	2015			Рассмотрю варианты		
https://auto.ru/cars/used/sale/hyundai/santa_fe/1103731869-9ef1487b/	Hyundai	4 июня	1 367 000 ₽	Hyundai Santa Fe III	KMH**************	147 (147 сегодня)	1 владелец		2.4 л / 175 л.с. / Бензин	автоматическая	внедорожник 5 дв.	7 875 ₽ / год	Оригинал	полный	89 100 км	Левый	Не требует ремонта	Растаможен	белый	2013					
https://auto.ru/cars/used/sale/tesla/model_x/1103664041-94b07684/	Tesla	31 мая	7 175 000 ₽	Tesla Model X  I P100D	5YJ**************	2337 (223 сегодня)	2 владельца	******|777	762 л.с. / 560 кВт / Электро	автоматическая	внедорожник 5 дв.	0 ₽ / год	Оригинал	полный	19 000 км	Левый	Не требует ремонта	Растаможен	серый	2017	8 месяцев		Рассмотрю варианты		542 км
https://auto.ru/cars/used/sale/audi/a3/1103780247-be19238c/	Audi	5 июня	890 000 ₽	Audi A3 Sportback III (8V)	WAU**************	74 (74 сегодня)	1 владелец		1.2 л / 105 л.с. / Бензин	роботизированная	хэтчбек 5 дв.	2 625 ₽ / год	Оригинал	передний	116 182 км	Левый	Не требует ремонта	Растаможен	коричневый	2014			Рассмотрю варианты		
https://auto.ru/cars/used/sale/citroen/jumpy/1103161652-7b5de5af/	Citroen	5 июня	1 314 000 ₽	Citroen Jumpy III	VF7**************	3 (3 сегодня)	1 владелец		2.0 л / 150 л.с. / Дизель	механическая	фургон		Оригинал	передний	121 298 км	Левый	Не требует ремонта	Растаможен	белый	2017			Рассмотрю варианты		
https://auto.ru/cars/used/sale/bmw/x6/1103574170-b38e922f/	BMW	4 июня	7 487 000 ₽	BMW X6  III (G06) 30d	X4X**************	347 (265 сегодня)	1 владелец		3.0 л / 249 л.с. / Дизель	автоматическая	внедорожник 5 дв.	18 675 ₽ / год	Оригинал	полный	3 570 км	Левый	Не требует ремонта	Растаможен	белый	2021					
https://auto.ru/cars/used/sale/infiniti/qx70/1103733258-d811de7b/	Infiniti	5 июня	2 698 000 ₽	Infiniti QX70	JN1**************	4 (4 сегодня)	1 владелец		3.7 л / 333 л.с. / Бензин	автоматическая	внедорожник 5 дв.	49 950 ₽ / год	Оригинал	полный	56 155 км	Левый	Не требует ремонта	Растаможен	чёрный	2017			Рассмотрю варианты	До мая 2023	
https://auto.ru/cars/used/sale/kia/quoris/1103553878-1f42c2d2/	Kia	4 июня	1 397 000 ₽	Kia Quoris I	XWE**************	141 (76 сегодня)	3 или более		3.8 л / 290 л.с. / Бензин	автоматическая	седан	43 500 ₽ / год	Оригинал	задний	113 965 км	Левый	Не требует ремонта	Растаможен	чёрный	2013			Рассмотрю варианты	До мая 2023	
https://auto.ru/cars/used/sale/mercedes/a_klasse/1102641639-17f2d950/	Mercedes-Benz	5 июня	1 998 000 ₽	Mercedes-Benz A-Класс  IV (W177) 220	WDD**************	3 (3 сегодня)	2 владельца		2.0 л / 190 л.с. / Бензин	роботизированная	хэтчбек 5 дв.	9 500 ₽ / год	Оригинал	полный	51 319 км	Левый	Не требует ремонта	Растаможен	чёрный	2018			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/glc_coupe/1103689162-e1d7dc86/	Mercedes-Benz	5 июня	3 298 000 ₽	Mercedes-Benz GLC Coupe  I (C253) 300	WDC**************	3 (3 сегодня)	1 владелец		2.0 л / 245 л.с. / Бензин	автоматическая	внедорожник 5 дв.	18 375 ₽ / год	Оригинал	полный	65 324 км	Левый	Не требует ремонта	Растаможен	синий	2017			Рассмотрю варианты	До мая 2023	
https://auto.ru/cars/used/sale/mercedes/s_klasse_amg/1101432524-c6fc7b2d/	Mercedes-Benz	5 июня	8 698 000 ₽	Mercedes-Benz S-Класс AMG  III (W222, C217) Рестайлинг 63 AMG Long	WDD**************	2 (2 сегодня)	1 владелец		4.0 л / 612 л.с. / Бензин	автоматическая	седан	183 600 ₽ / год	Оригинал	полный	43 643 км	Левый	Не требует ремонта	Растаможен	чёрный	2019			Рассмотрю варианты	До июля 2021	
https://auto.ru/cars/used/sale/volvo/v60_cross_country/1103006278-9b3e0c31/	Volvo	5 июня	3 290 000 ₽	Volvo V60 Cross Country II	YV1**************	67 (67 сегодня)	1 владелец		2.0 л / 250 л.с. / Бензин	автоматическая	универсал 5 дв.	18 750 ₽ / год	Оригинал	полный	6 378 км	Левый	Не требует ремонта	Растаможен	чёрный	2019			Рассмотрю варианты		
https://auto.ru/cars/used/sale/kia/ceed/1103070805-f98fbc32/	Kia	5 июня	545 000 ₽	Kia Ceed II	XWE**************	148 (148 сегодня)	1 владелец		1.6 л / 129 л.с. / Бензин	механическая	универсал 5 дв.	4 515 ₽ / год	Оригинал	передний	144 548 км	Левый	Не требует ремонта	Растаможен	серый	2015			Рассмотрю варианты		
https://auto.ru/cars/used/sale/volvo/xc70/1103549999-893608f9/	Volvo	5 июня	1 529 000 ₽	Volvo XC70 II Рестайлинг	YV1**************	67 (67 сегодня)	3 или более		2.4 л / 181 л.с. / Дизель	автоматическая	универсал 5 дв.	9 050 ₽ / год	Оригинал	полный	181 000 км	Левый	Не требует ремонта	Растаможен	чёрный	2014					
https://auto.ru/cars/used/sale/audi/a4/1103431009-7087bc27/	Audi	5 июня	1 654 000 ₽	Audi A4 V (B9)	WAU**************	7 (7 сегодня)	1 владелец		1.4 л / 150 л.с. / Бензин	роботизированная	седан	5 250 ₽ / год	Оригинал	передний	26 956 км	Левый	Не требует ремонта	Растаможен	белый	2015			Рассмотрю варианты	До мая 2023	
https://auto.ru/cars/used/sale/mitsubishi/montero/1103437729-905f55a2/	Mitsubishi	5 июня	428 000 ₽	Mitsubishi Montero III	JA4**************	126 (126 сегодня)	2 владельца		3.5 л / 200 л.с. / Бензин	автоматическая	внедорожник 5 дв.	10 000 ₽ / год	Оригинал	полный	228 500 км	Левый	Не требует ремонта	Растаможен	синий	2002			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/g_klasse/1103623244-bc663482/	Mercedes-Benz	5 июня	6 398 000 ₽	Mercedes-Benz G-Класс  II (W463) Рестайлинг 4 350 d	WDB**************	5 (5 сегодня)	2 владельца		3.0 л / 245 л.с. / Дизель	автоматическая	внедорожник 5 дв.	18 375 ₽ / год	Оригинал	полный	40 852 км	Левый	Не требует ремонта	Растаможен	чёрный	2016			Рассмотрю варианты	До мая 2023	
https://auto.ru/cars/used/sale/porsche/macan/1103338937-136797d1/	Porsche	5 июня	2 299 000 ₽	Porsche Macan  I S	WP1**************	82 (82 сегодня)	1 владелец		3.0 л / 340 л.с. / Бензин	роботизированная	внедорожник 5 дв.	51 000 ₽ / год	Оригинал	полный	106 077 км	Левый	Не требует ремонта	Растаможен	золотистый	2014					
https://auto.ru/cars/used/sale/volkswagen/passat_cc/1103613854-c5f99a5e/	Volkswagen	5 июня	875 000 ₽	Volkswagen Passat CC I Рестайлинг	WVW**************	45 (45 сегодня)	3 или более		1.8 л / 152 л.с. / Бензин	роботизированная	седан	6 840 ₽ / год	Оригинал	передний	96 285 км	Левый	Не требует ремонта	Растаможен	коричневый	2012			Рассмотрю варианты		
https://auto.ru/cars/used/sale/mercedes/g_klasse/1103757506-fe0f983c/	Mercedes-Benz	5 июня	13 997 000 ₽	Mercedes-Benz G-Класс  III (W463) 400 d	W1N**************	92 (92 сегодня)	1 владелец		2.9 л / 330 л.с. / Дизель	автоматическая	внедорожник 5 дв.	49 500 ₽ / год	Оригинал	полный	7 км	Левый	Не требует ремонта	Растаможен	чёрный	2021	1 месяц			До июня 2025	
